ternary_level,r,M,y,A,t_min,parity_word,ternary_path,status,reverse_odd_steps,reverse_exponent_sum,reverse_exponents,smaller_family_constant,smaller_family_slope,minimum_represented_n
1,1165639,3145728,47852531,129140163,0,11101011111101011111,1,TERNARY_SPLIT,,,,,,1165639
2,1165639,9437184,47852531,387420489,0,11101011111101011111,10,REVERSE_MERGE,18,23,"[1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,2,1]",1036123,8388608,1165639
2,4311367,9437184,176992694,387420489,0,11101011111101011111,11,OPEN,,,,,,4311367
2,7457095,9437184,306132857,387420489,0,11101011111101011111,12,OPEN,,,,,,7457095
1,2214215,3145728,90899252,129140163,0,11101011111101011111,2,REVERSE_MERGE,17,21,"[1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1]",1476143,2097152,2214215
0,641351,1048576,8776390,14348907,0,11101011111101011110,,TERNARY_SPLIT,,,,,,641351
1,641351,3145728,8776390,43046721,0,11101011111101011110,0,REVERSE_MERGE,16,21,"[2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1]",427567,2097152,641351
1,1689927,3145728,23125297,43046721,0,11101011111101011110,1,TERNARY_SPLIT,,,,,,1689927
2,1689927,9437184,23125297,129140163,0,11101011111101011110,10,OPEN,,,,,,1689927
2,4835655,9437184,66172018,129140163,0,11101011111101011110,11,OPEN,,,,,,4835655
2,7981383,9437184,109218739,129140163,0,11101011111101011110,12,OPEN,,,,,,7981383
1,2738503,3145728,37474204,43046721,0,11101011111101011110,2,TERNARY_SPLIT,,,,,,2738503
2,2738503,9437184,37474204,129140163,0,11101011111101011110,20,OPEN,,,,,,2738503
2,5884231,9437184,80520925,129140163,0,11101011111101011110,21,REVERSE_MERGE,17,23,"[2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,2,1]",5230427,8388608,5884231
2,9029959,9437184,123567646,129140163,0,11101011111101011110,22,OPEN,,,,,,9029959
0,379207,1048576,1729721,4782969,0,11101011111101011100,,TERNARY_SPLIT,,,,,,379207
1,379207,3145728,1729721,14348907,0,11101011111101011100,0,TERNARY_SPLIT,,,,,,379207
2,379207,9437184,1729721,43046721,0,11101011111101011100,00,OPEN,,,,,,379207
2,3524935,9437184,16078628,43046721,0,11101011111101011100,01,REVERSE_MERGE,16,23,"[3,1,1,2,2,1,1,1,1,1,2,2,1,1,2,1]",3133275,8388608,3524935
2,6670663,9437184,30427535,43046721,0,11101011111101011100,02,OPEN,,,,,,6670663
1,1427783,3145728,6512690,14348907,0,11101011111101011100,1,REVERSE_MERGE,15,21,"[3,1,1,2,2,1,1,1,1,1,2,2,1,1,1]",951855,2097152,1427783
1,2476359,3145728,11295659,14348907,0,11101011111101011100,2,TERNARY_SPLIT,,,,,,2476359
2,2476359,9437184,11295659,43046721,0,11101011111101011100,20,OPEN,,,,,,2476359
2,5622087,9437184,25644566,43046721,0,11101011111101011100,21,OPEN,,,,,,5622087
2,8767815,9437184,39993473,43046721,0,11101011111101011100,22,OPEN,,,,,,8767815
0,903495,1048576,12363617,14348907,0,11101011111101011101,,TERNARY_SPLIT,,,,,,903495
1,903495,3145728,12363617,43046721,0,11101011111101011101,0,TERNARY_SPLIT,,,,,,903495
2,903495,9437184,12363617,129140163,0,11101011111101011101,00,OPEN,,,,,,903495
2,4049223,9437184,55410338,129140163,0,11101011111101011101,01,OPEN,,,,,,4049223
2,7194951,9437184,98457059,129140163,0,11101011111101011101,02,OPEN,,,,,,7194951
1,1952071,3145728,26712524,43046721,0,11101011111101011101,1,TERNARY_SPLIT,,,,,,1952071
2,1952071,9437184,26712524,129140163,0,11101011111101011101,10,OPEN,,,,,,1952071
2,5097799,9437184,69759245,129140163,0,11101011111101011101,11,OPEN,,,,,,5097799
2,8243527,9437184,112805966,129140163,0,11101011111101011101,12,REVERSE_MERGE,17,23,"[1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,2,1]",7327579,8388608,8243527
1,3000647,3145728,41061431,43046721,0,11101011111101011101,2,REVERSE_MERGE,16,21,"[1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1]",2000431,2097152,3000647
0,248135,1048576,1131850,4782969,0,11101011111101011010,,TERNARY_SPLIT,,,,,,248135
1,248135,3145728,1131850,14348907,0,11101011111101011010,0,REVERSE_MERGE,15,21,"[2,2,1,2,2,1,1,1,1,1,2,2,1,1,1]",165423,2097152,248135
1,1296711,3145728,5914819,14348907,0,11101011111101011010,1,TERNARY_SPLIT,,,,,,1296711
2,1296711,9437184,5914819,43046721,0,11101011111101011010,10,OPEN,,,,,,1296711
2,4442439,9437184,20263726,43046721,0,11101011111101011010,11,OPEN,,,,,,4442439
2,7588167,9437184,34612633,43046721,0,11101011111101011010,12,OPEN,,,,,,7588167
1,2345287,3145728,10697788,14348907,0,11101011111101011010,2,TERNARY_SPLIT,,,,,,2345287
2,2345287,9437184,10697788,43046721,0,11101011111101011010,20,REVERSE_MERGE,16,23,"[2,2,1,2,2,1,1,1,1,1,2,2,1,1,2,1]",2084699,8388608,2345287
2,5491015,9437184,25046695,43046721,0,11101011111101011010,21,OPEN,,,,,,5491015
2,8636743,9437184,39395602,43046721,0,11101011111101011010,22,OPEN,,,,,,8636743
0,772423,1048576,10570004,14348907,0,11101011111101011011,,TERNARY_SPLIT,,,,,,772423
1,772423,3145728,10570004,43046721,0,11101011111101011011,0,TERNARY_SPLIT,,,,,,772423
2,772423,9437184,10570004,129140163,0,11101011111101011011,00,OPEN,,,,,,772423
2,3918151,9437184,53616725,129140163,0,11101011111101011011,01,OPEN,,,,,,3918151
2,7063879,9437184,96663446,129140163,0,11101011111101011011,02,REVERSE_MERGE,17,23,"[1,1,2,1,2,2,1,1,1,1,1,2,2,1,1,2,1]",6279003,8388608,7063879
1,1820999,3145728,24918911,43046721,0,11101011111101011011,1,REVERSE_MERGE,16,21,"[1,1,2,1,2,2,1,1,1,1,1,2,2,1,1,1]",1213999,2097152,1820999
1,2869575,3145728,39267818,43046721,0,11101011111101011011,2,TERNARY_SPLIT,,,,,,2869575
2,2869575,9437184,39267818,129140163,0,11101011111101011011,20,OPEN,,,,,,2869575
2,6015303,9437184,82314539,129140163,0,11101011111101011011,21,OPEN,,,,,,6015303
2,9161031,9437184,125361260,129140163,0,11101011111101011011,22,OPEN,,,,,,9161031
0,510279,1048576,775864,1594323,0,11101011111101011000,,TERNARY_SPLIT,,,,,,510279
1,510279,3145728,775864,4782969,0,11101011111101011000,0,TERNARY_SPLIT,,,,,,510279
2,510279,9437184,775864,14348907,0,11101011111101011000,00,OPEN,,,,,,510279
2,3656007,9437184,5558833,14348907,0,11101011111101011000,01,OPEN,,,,,,3656007
2,6801735,9437184,10341802,14348907,0,11101011111101011000,02,OPEN,,,,,,6801735
1,1558855,3145728,2370187,4782969,0,11101011111101011000,1,TERNARY_SPLIT,,,,,,1558855
2,1558855,9437184,2370187,14348907,0,11101011111101011000,10,OPEN,,,,,,1558855
2,4704583,9437184,7153156,14348907,0,11101011111101011000,11,REVERSE_MERGE,15,23,"[4,1,2,2,1,1,1,1,1,2,2,1,1,2,1]",4181851,8388608,4704583
2,7850311,9437184,11936125,14348907,0,11101011111101011000,12,OPEN,,,,,,7850311
1,2607431,3145728,3964510,4782969,0,11101011111101011000,2,REVERSE_MERGE,14,21,"[4,1,2,2,1,1,1,1,1,2,2,1,1,1]",1738287,2097152,2607431
0,1034567,1048576,4719077,4782969,0,11101011111101011001,,TERNARY_SPLIT,,,,,,1034567
1,1034567,3145728,4719077,14348907,0,11101011111101011001,0,REVERSE_MERGE,15,21,"[1,3,1,2,2,1,1,1,1,1,2,2,1,1,1]",689711,2097152,1034567
1,2083143,3145728,9502046,14348907,0,11101011111101011001,1,TERNARY_SPLIT,,,,,,2083143
2,2083143,9437184,9502046,43046721,0,11101011111101011001,10,OPEN,,,,,,2083143
2,5228871,9437184,23850953,43046721,0,11101011111101011001,11,OPEN,,,,,,5228871
2,8374599,9437184,38199860,43046721,0,11101011111101011001,12,OPEN,,,,,,8374599
1,3131719,3145728,14285015,14348907,0,11101011111101011001,2,TERNARY_SPLIT,,,,,,3131719
2,3131719,9437184,14285015,43046721,0,11101011111101011001,20,OPEN,,,,,,3131719
2,6277447,9437184,28633922,43046721,0,11101011111101011001,21,OPEN,,,,,,6277447
2,9423175,9437184,42982829,43046721,0,11101011111101011001,22,REVERSE_MERGE,16,23,"[1,3,1,2,2,1,1,1,1,1,2,2,1,1,2,1]",8376155,8388608,9423175
0,141639,1048576,646082,4782969,0,11101011111100010111,,REVERSE_MERGE,9,12,"[1,1,1,2,2,2,1,1,1]",134447,995328,141639
0,665927,1048576,1012522,1594323,0,11101011111100010110,,REVERSE_MERGE,8,12,"[2,1,2,2,2,1,1,1]",632111,995328,665927
0,928071,1048576,1411103,1594323,0,11101011111100010101,,REVERSE_MERGE,8,12,"[1,2,2,2,2,1,1,1]",880943,995328,928071
0,76103,1048576,115715,1594323,0,11101011111100011100,,REVERSE_MERGE,3,4,"[1,2,1]",68571,944784,76103
0,600391,1048576,2738630,4782969,0,11101011111100011101,,REVERSE_MERGE,9,12,"[1,2,1,1,2,2,1,1,1]",569903,995328,600391
0,338247,1048576,4628663,14348907,0,11101011111100011111,,REVERSE_MERGE,10,12,"[1,1,1,1,1,2,2,1,1,1]",321071,995328,338247
0,862535,1048576,3934372,4782969,0,11101011111100011110,,REVERSE_MERGE,9,12,"[2,1,1,1,2,2,1,1,1]",818735,995328,862535
0,207175,1048576,945017,4782969,0,11101011111100011011,,REVERSE_MERGE,9,12,"[1,1,2,1,2,2,1,1,1]",196655,995328,207175
0,731463,1048576,1112167,1594323,0,11101011111100011010,,REVERSE_MERGE,8,12,"[2,2,1,2,2,1,1,1]",694319,995328,731463
0,993607,1048576,1510748,1594323,0,11101011111100011001,,REVERSE_MERGE,2,2,"[1,1]",671443,708588,993607
0,26951,1048576,40981,1594323,0,11101011111100110010,,REVERSE_MERGE,8,12,"[2,3,1,1,2,1,1,1]",25583,995328,26951
0,551239,1048576,2514428,4782969,0,11101011111100110011,,REVERSE_MERGE,9,12,"[1,1,3,1,1,2,1,1,1]",523247,995328,551239
0,289095,1048576,439562,1594323,0,11101011111100110001,,REVERSE_MERGE,8,12,"[1,4,1,1,2,1,1,1]",274415,995328,289095
0,158023,1048576,720814,4782969,0,11101011111100110110,,REVERSE_MERGE,9,12,"[2,1,2,1,1,2,1,1,1]",149999,995328,158023
0,682311,1048576,9336896,14348907,0,11101011111100110111,,REVERSE_MERGE,10,12,"[1,1,1,2,1,1,2,1,1,1]",647663,995328,682311
0,420167,1048576,638852,1594323,0,11101011111100110100,,REVERSE_MERGE,8,12,"[3,2,1,1,2,1,1,1]",398831,995328,420167
0,944455,1048576,4308041,4782969,0,11101011111100110101,,REVERSE_MERGE,9,12,"[1,2,2,1,1,2,1,1,1]",896495,995328,944455
0,92487,1048576,140626,1594323,0,11101011111100111000,,REVERSE_MERGE,8,12,"[4,1,1,1,2,1,1,1]",87791,995328,92487
0,616775,1048576,2813363,4782969,0,11101011111100111001,,REVERSE_MERGE,9,12,"[1,3,1,1,1,2,1,1,1]",585455,995328,616775
0,354631,1048576,4852862,14348907,0,11101011111100111011,,REVERSE_MERGE,10,12,"[1,1,2,1,1,1,2,1,1,1]",336623,995328,354631
0,878919,1048576,4009105,4782969,0,11101011111100111010,,REVERSE_MERGE,9,12,"[2,2,1,1,1,2,1,1,1]",834287,995328,878919
0,223559,1048576,3059248,14348907,0,11101011111100111110,,REVERSE_MERGE,10,12,"[2,1,1,1,1,1,2,1,1,1]",212207,995328,223559
0,747847,1048576,30701105,43046721,0,11101011111100111111,,REVERSE_MERGE,11,12,"[1,1,1,1,1,1,1,2,1,1,1]",709871,995328,747847
0,485703,1048576,6646475,14348907,0,11101011111100111101,,REVERSE_MERGE,10,12,"[1,2,1,1,1,1,2,1,1,1]",461039,995328,485703
0,1009991,1048576,4606976,4782969,0,11101011111100111100,,REVERSE_MERGE,9,12,"[3,1,1,1,1,2,1,1,1]",958703,995328,1009991
0,715079,1048576,1087256,1594323,0,11101011111100100101,,REVERSE_MERGE,3,4,"[1,2,1]",644299,944784,715079
0,452935,1048576,688675,1594323,0,11101011111100100110,,REVERSE_MERGE,3,4,"[2,1,1]",408103,944784,452935
0,977223,1048576,4457510,4782969,0,11101011111100100111,,REVERSE_MERGE,4,4,"[1,1,1,1]",880495,944784,977223
0,125255,1048576,1714040,14348907,0,11101011111100101111,,REVERSE_MERGE,10,12,"[1,1,1,1,2,1,2,1,1,1]",118895,995328,125255
0,649543,1048576,2962831,4782969,0,11101011111100101110,,REVERSE_MERGE,9,12,"[2,1,1,2,1,2,1,1,1]",616559,995328,649543
0,387399,1048576,1767089,4782969,0,11101011111100101101,,REVERSE_MERGE,9,12,"[1,2,1,2,1,2,1,1,1]",367727,995328,387399
0,911687,1048576,1386191,1594323,0,11101011111100101100,,REVERSE_MERGE,8,12,"[3,1,2,1,2,1,1,1]",865391,995328,911687
0,780615,1048576,1186901,1594323,0,11101011111100101001,,REVERSE_MERGE,2,2,"[1,1]",527511,708588,780615
0,518471,1048576,788320,1594323,0,11101011111100101010,,REVERSE_MERGE,8,12,"[2,2,2,1,2,1,1,1]",492143,995328,518471
0,1042759,1048576,4756445,4782969,0,11101011111100101011,,REVERSE_MERGE,9,12,"[1,1,2,2,1,2,1,1,1]",989807,995328,1042759
0,6471,1048576,797161,129140163,0,11101011111111111110,,TERNARY_SPLIT,,,,,,6471
1,6471,3145728,797161,387420489,0,11101011111111111110,0,TERNARY_SPLIT,,,,,,6471
2,6471,9437184,797161,1162261467,0,11101011111111111110,00,OPEN,,,,,,6471
2,3152199,9437184,388217650,1162261467,0,11101011111111111110,01,OPEN,,,,,,3152199
2,6297927,9437184,775638139,1162261467,0,11101011111111111110,02,OPEN,,,,,,6297927
1,1055047,3145728,129937324,387420489,0,11101011111111111110,1,TERNARY_SPLIT,,,,,,1055047
2,1055047,9437184,129937324,1162261467,0,11101011111111111110,10,REVERSE_MERGE,19,23,"[2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1]",937819,8388608,1055047
2,4200775,9437184,517357813,1162261467,0,11101011111111111110,11,OPEN,,,,,,4200775
2,7346503,9437184,904778302,1162261467,0,11101011111111111110,12,OPEN,,,,,,7346503
1,2103623,3145728,259077487,387420489,0,11101011111111111110,2,REVERSE_MERGE,18,21,"[2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1]",1402415,2097152,2103623
0,530759,1048576,196101728,387420489,0,11101011111111111111,,TERNARY_SPLIT,,,,,,530759
1,530759,3145728,196101728,1162261467,0,11101011111111111111,0,REVERSE_MERGE,19,21,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1]",353839,2097152,530759
1,1579335,3145728,583522217,1162261467,0,11101011111111111111,1,TERNARY_SPLIT,,,,,,1579335
2,1579335,9437184,583522217,3486784401,0,11101011111111111111,10,OPEN,,,,,,1579335
2,4725063,9437184,1745783684,3486784401,0,11101011111111111111,11,OPEN,,,,,,4725063
2,7870791,9437184,2908045151,3486784401,0,11101011111111111111,12,OPEN,,,,,,7870791
1,2627911,3145728,970942706,1162261467,0,11101011111111111111,2,TERNARY_SPLIT,,,,,,2627911
2,2627911,9437184,970942706,3486784401,0,11101011111111111111,20,OPEN,,,,,,2627911
2,5773639,9437184,2133204173,3486784401,0,11101011111111111111,21,REVERSE_MERGE,20,23,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1]",5132123,8388608,5773639
2,8919367,9437184,3295465640,3486784401,0,11101011111111111111,22,OPEN,,,,,,8919367
0,268615,1048576,33082202,129140163,0,11101011111111111101,,TERNARY_SPLIT,,,,,,268615
1,268615,3145728,33082202,387420489,0,11101011111111111101,0,TERNARY_SPLIT,,,,,,268615
2,268615,9437184,33082202,1162261467,0,11101011111111111101,00,OPEN,,,,,,268615
2,3414343,9437184,420502691,1162261467,0,11101011111111111101,01,REVERSE_MERGE,19,23,"[1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1]",3034971,8388608,3414343
2,6560071,9437184,807923180,1162261467,0,11101011111111111101,02,OPEN,,,,,,6560071
1,1317191,3145728,162222365,387420489,0,11101011111111111101,1,REVERSE_MERGE,18,21,"[1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1]",878127,2097152,1317191
1,2365767,3145728,291362528,387420489,0,11101011111111111101,2,TERNARY_SPLIT,,,,,,2365767
2,2365767,9437184,291362528,1162261467,0,11101011111111111101,20,OPEN,,,,,,2365767
2,5511495,9437184,678783017,1162261467,0,11101011111111111101,21,OPEN,,,,,,5511495
2,8657223,9437184,1066203506,1162261467,0,11101011111111111101,22,OPEN,,,,,,8657223
0,792903,1048576,32550761,43046721,0,11101011111111111100,,REVERSE_MERGE,11,12,"[1,2,1,1,1,1,1,1,1,1,1]",752639,995328,792903
0,137543,1048576,16939682,129140163,0,11101011111111111011,,TERNARY_SPLIT,,,,,,137543
1,137543,3145728,16939682,387420489,0,11101011111111111011,0,REVERSE_MERGE,18,21,"[1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1]",91695,2097152,137543
1,1186119,3145728,146079845,387420489,0,11101011111111111011,1,TERNARY_SPLIT,,,,,,1186119
2,1186119,9437184,146079845,1162261467,0,11101011111111111011,10,OPEN,,,,,,1186119
2,4331847,9437184,533500334,1162261467,0,11101011111111111011,11,OPEN,,,,,,4331847
2,7477575,9437184,920920823,1162261467,0,11101011111111111011,12,OPEN,,,,,,7477575
1,2234695,3145728,275220008,387420489,0,11101011111111111011,2,TERNARY_SPLIT,,,,,,2234695
2,2234695,9437184,275220008,1162261467,0,11101011111111111011,20,REVERSE_MERGE,19,23,"[1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1]",1986395,8388608,2234695
2,5380423,9437184,662640497,1162261467,0,11101011111111111011,21,OPEN,,,,,,5380423
2,8526151,9437184,1050060986,1162261467,0,11101011111111111011,22,OPEN,,,,,,8526151
0,661831,1048576,27169921,43046721,0,11101011111111111010,,TERNARY_SPLIT,,,,,,661831
1,661831,3145728,27169921,129140163,0,11101011111111111010,0,TERNARY_SPLIT,,,,,,661831
2,661831,9437184,27169921,387420489,0,11101011111111111010,00,OPEN,,,,,,661831
2,3807559,9437184,156310084,387420489,0,11101011111111111010,01,OPEN,,,,,,3807559
2,6953287,9437184,285450247,387420489,0,11101011111111111010,02,REVERSE_MERGE,18,23,"[2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1]",6180699,8388608,6953287
1,1710407,3145728,70216642,129140163,0,11101011111111111010,1,REVERSE_MERGE,17,21,"[2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1]",1140271,2097152,1710407
1,2758983,3145728,113263363,129140163,0,11101011111111111010,2,TERNARY_SPLIT,,,,,,2758983
2,2758983,9437184,113263363,387420489,0,11101011111111111010,20,OPEN,,,,,,2758983
2,5904711,9437184,242403526,387420489,0,11101011111111111010,21,OPEN,,,,,,5904711
2,9050439,9437184,371543689,387420489,0,11101011111111111010,22,OPEN,,,,,,9050439
0,399687,1048576,16408241,43046721,0,11101011111111111001,,REVERSE_MERGE,11,12,"[1,1,2,1,1,1,1,1,1,1,1]",379391,995328,399687
0,923975,1048576,12643867,14348907,0,11101011111111111000,,REVERSE_MERGE,10,12,"[2,2,1,1,1,1,1,1,1,1]",877055,995328,923975
0,72007,1048576,328460,4782969,0,11101011111111110000,,REVERSE_MERGE,9,12,"[3,2,1,1,1,1,1,1,1]",68351,995328,72007
0,596295,1048576,8159834,14348907,0,11101011111111110001,,REVERSE_MERGE,10,12,"[1,2,2,1,1,1,1,1,1,1]",566015,995328,596295
0,334151,1048576,4572607,14348907,0,11101011111111110010,,REVERSE_MERGE,10,12,"[2,1,2,1,1,1,1,1,1,1]",317183,995328,334151
0,858439,1048576,35241182,43046721,0,11101011111111110011,,REVERSE_MERGE,11,12,"[1,1,1,2,1,1,1,1,1,1,1]",814847,995328,858439
0,203079,1048576,8336981,43046721,0,11101011111111110101,,TERNARY_SPLIT,,,,,,203079
1,203079,3145728,8336981,129140163,0,11101011111111110101,0,TERNARY_SPLIT,,,,,,203079
2,203079,9437184,8336981,387420489,0,11101011111111110101,00,OPEN,,,,,,203079
2,3348807,9437184,137477144,387420489,0,11101011111111110101,01,OPEN,,,,,,3348807
2,6494535,9437184,266617307,387420489,0,11101011111111110101,02,OPEN,,,,,,6494535
1,1251655,3145728,51383702,129140163,0,11101011111111110101,1,TERNARY_SPLIT,,,,,,1251655
2,1251655,9437184,51383702,387420489,0,11101011111111110101,10,OPEN,,,,,,1251655
2,4397383,9437184,180523865,387420489,0,11101011111111110101,11,OPEN,,,,,,4397383
2,7543111,9437184,309664028,387420489,0,11101011111111110101,12,REVERSE_MERGE,18,23,"[1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1]",6704987,8388608,7543111
1,2300231,3145728,94430423,129140163,0,11101011111111110101,2,REVERSE_MERGE,17,21,"[1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1]",1533487,2097152,2300231
0,727367,1048576,9953447,14348907,0,11101011111111110100,,TERNARY_SPLIT,,,,,,727367
1,727367,3145728,9953447,43046721,0,11101011111111110100,0,REVERSE_MERGE,16,21,"[3,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1]",484911,2097152,727367
1,1775943,3145728,24302354,43046721,0,11101011111111110100,1,TERNARY_SPLIT,,,,,,1775943
2,1775943,9437184,24302354,129140163,0,11101011111111110100,10,OPEN,,,,,,1775943
2,4921671,9437184,67349075,129140163,0,11101011111111110100,11,OPEN,,,,,,4921671
2,8067399,9437184,110395796,129140163,0,11101011111111110100,12,OPEN,,,,,,8067399
1,2824519,3145728,38651261,43046721,0,11101011111111110100,2,TERNARY_SPLIT,,,,,,2824519
2,2824519,9437184,38651261,129140163,0,11101011111111110100,20,REVERSE_MERGE,17,23,"[3,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1]",2510683,8388608,2824519
2,5970247,9437184,81697982,129140163,0,11101011111111110100,21,OPEN,,,,,,5970247
2,9115975,9437184,124744703,129140163,0,11101011111111110100,22,OPEN,,,,,,9115975
0,465223,1048576,19098661,43046721,0,11101011111111110110,,TERNARY_SPLIT,,,,,,465223
1,465223,3145728,19098661,129140163,0,11101011111111110110,0,TERNARY_SPLIT,,,,,,465223
2,465223,9437184,19098661,387420489,0,11101011111111110110,00,REVERSE_MERGE,18,23,"[2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1]",413531,8388608,465223
2,3610951,9437184,148238824,387420489,0,11101011111111110110,01,OPEN,,,,,,3610951
2,6756679,9437184,277378987,387420489,0,11101011111111110110,02,OPEN,,,,,,6756679
1,1513799,3145728,62145382,129140163,0,11101011111111110110,1,REVERSE_MERGE,17,21,"[2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1]",1009199,2097152,1513799
1,2562375,3145728,105192103,129140163,0,11101011111111110110,2,TERNARY_SPLIT,,,,,,2562375
2,2562375,9437184,105192103,387420489,0,11101011111111110110,20,OPEN,,,,,,2562375
2,5708103,9437184,234332266,387420489,0,11101011111111110110,21,OPEN,,,,,,5708103
2,8853831,9437184,363472429,387420489,0,11101011111111110110,22,OPEN,,,,,,8853831
0,989511,1048576,121866065,129140163,0,11101011111111110111,,TERNARY_SPLIT,,,,,,989511
1,989511,3145728,121866065,387420489,0,11101011111111110111,0,TERNARY_SPLIT,,,,,,989511
2,989511,9437184,121866065,1162261467,0,11101011111111110111,00,OPEN,,,,,,989511
2,4135239,9437184,509286554,1162261467,0,11101011111111110111,01,OPEN,,,,,,4135239
2,7280967,9437184,896707043,1162261467,0,11101011111111110111,02,OPEN,,,,,,7280967
1,2038087,3145728,251006228,387420489,0,11101011111111110111,1,TERNARY_SPLIT,,,,,,2038087
2,2038087,9437184,251006228,1162261467,0,11101011111111110111,10,OPEN,,,,,,2038087
2,5183815,9437184,638426717,1162261467,0,11101011111111110111,11,REVERSE_MERGE,19,23,"[1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1]",4607835,8388608,5183815
2,8329543,9437184,1025847206,1162261467,0,11101011111111110111,12,OPEN,,,,,,8329543
1,3086663,3145728,380146391,387420489,0,11101011111111110111,2,REVERSE_MERGE,18,21,"[1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1]",2057775,2097152,3086663
0,39239,1048576,536977,14348907,0,11101011111111101010,,TERNARY_SPLIT,,,,,,39239
1,39239,3145728,536977,43046721,0,11101011111111101010,0,REVERSE_MERGE,16,21,"[2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1]",26159,2097152,39239
1,1087815,3145728,14885884,43046721,0,11101011111111101010,1,TERNARY_SPLIT,,,,,,1087815
2,1087815,9437184,14885884,129140163,0,11101011111111101010,10,OPEN,,,,,,1087815
2,4233543,9437184,57932605,129140163,0,11101011111111101010,11,OPEN,,,,,,4233543
2,7379271,9437184,100979326,129140163,0,11101011111111101010,12,OPEN,,,,,,7379271
1,2136391,3145728,29234791,43046721,0,11101011111111101010,2,TERNARY_SPLIT,,,,,,2136391
2,2136391,9437184,29234791,129140163,0,11101011111111101010,20,OPEN,,,,,,2136391
2,5282119,9437184,72281512,129140163,0,11101011111111101010,21,OPEN,,,,,,5282119
2,8427847,9437184,115328233,129140163,0,11101011111111101010,22,REVERSE_MERGE,17,23,"[2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1]",7491419,8388608,8427847
0,563527,1048576,23134292,43046721,0,11101011111111101011,,TERNARY_SPLIT,,,,,,563527
1,563527,3145728,23134292,129140163,0,11101011111111101011,0,TERNARY_SPLIT,,,,,,563527
2,563527,9437184,23134292,387420489,0,11101011111111101011,00,OPEN,,,,,,563527
2,3709255,9437184,152274455,387420489,0,11101011111111101011,01,REVERSE_MERGE,18,23,"[1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1]",3297115,8388608,3709255
2,6854983,9437184,281414618,387420489,0,11101011111111101011,02,OPEN,,,,,,6854983
1,1612103,3145728,66181013,129140163,0,11101011111111101011,1,REVERSE_MERGE,17,21,"[1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1]",1074735,2097152,1612103
1,2660679,3145728,109227734,129140163,0,11101011111111101011,2,TERNARY_SPLIT,,,,,,2660679
2,2660679,9437184,109227734,387420489,0,11101011111111101011,20,OPEN,,,,,,2660679
2,5806407,9437184,238367897,387420489,0,11101011111111101011,21,OPEN,,,,,,5806407
2,8952135,9437184,367508060,387420489,0,11101011111111101011,22,OPEN,,,,,,8952135
0,301383,1048576,4124204,14348907,0,11101011111111101001,,TERNARY_SPLIT,,,,,,301383
1,301383,3145728,4124204,43046721,0,11101011111111101001,0,TERNARY_SPLIT,,,,,,301383
2,301383,9437184,4124204,129140163,0,11101011111111101001,00,OPEN,,,,,,301383
2,3447111,9437184,47170925,129140163,0,11101011111111101001,01,OPEN,,,,,,3447111
2,6592839,9437184,90217646,129140163,0,11101011111111101001,02,OPEN,,,,,,6592839
1,1349959,3145728,18473111,43046721,0,11101011111111101001,1,TERNARY_SPLIT,,,,,,1349959
2,1349959,9437184,18473111,129140163,0,11101011111111101001,10,REVERSE_MERGE,17,23,"[1,3,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1]",1199963,8388608,1349959
2,4495687,9437184,61519832,129140163,0,11101011111111101001,11,OPEN,,,,,,4495687
2,7641415,9437184,104566553,129140163,0,11101011111111101001,12,OPEN,,,,,,7641415
1,2398535,3145728,32822018,43046721,0,11101011111111101001,2,REVERSE_MERGE,16,21,"[1,3,2,1,1,1,1,1,1,1,1,2,2,1,1,1]",1599023,2097152,2398535
